comment_id,topic,video_id,text,author,like_count,published_at
UgzlYGU-zjolNp29yPl4AaABAg,Climate,XJIDvwwPb1Q,"The intersection of climate change with stuff I know from elsewhere has been a problem since the hockey stick times.  The rough way to say it is that climate change lacks peer review, in that it's peer reviewed by other climate scientists rather than experts on the tools they use.  My two conflicts with stuff known from elsewhere have always been:

1. You can’t solve the Navier Stokes equations, which govern fluid flow. In 2D, flows go to larger and larger scales, and there’s no problem with numerical calculations. In 3D, flows go to shorter and shorter scales, and no numerical calculation can do the physics because the grid size is always too coarse no matter how fine it is. (The mechanism is that in 3D, vortices can kink and break up, which they cannot do in 2D. Those fine scale flows result in feed back on larger scale flows by way of constituting a change in viscosity – transport of x momentum in the y direction etc. – on the large scale flows. Actually a tensor, not a scalar)
So every calculation includes a term “effective viscosity” which does not appear in the Navier Stokes equation, and at that point stops doing physics. So no calculation is possible.

Weather forecasts are good for two or three days, which is how long it takes large scale vortices to kink. After that they’re no good.

2. You can’t say any historical change in temperature isn’t part of a long cycle and not a trend. A long cycle can’t be man-caused, a trend might be. The mathematical mechanism is that the linear system you have to solve to distinguish long cycles from trends develops eigenvalues of about 10 to the 30th power, which instantly multiplies any noise in the measurements and swamps the effort to distinguish. You need data that’s not shorter than the cycles that you want to eliminate, called the uncertainty principle in math (and quantum mechanics which has the same math but not other relation).

So there are no models and no data in support of man-caused global warming, in principle.",@yclept9,0,2026-01-25 20:41:28+00:00
UgwV6RzDK-n3L8dzJWl4AaABAg,Climate,XJIDvwwPb1Q,Aye watch out for them prof graphic designers (tricky types),@radboo4384,0,2026-01-25 01:39:33+00:00
Ugz3Igiy8kS3sAm9NC54AaABAg,Climate,XJIDvwwPb1Q,Barking up the wrong system,@radboo4384,0,2026-01-25 01:29:50+00:00
UgxbI3psth5NHfbPjIp4AaABAg,Climate,XJIDvwwPb1Q,I am finding no young social media influencers discussing this topic. Action lies in the youth population.,@Kaliope-i5h,1,2026-01-25 00:37:27+00:00
UgysOmWHZKan94iyOBt4AaABAg,Climate,XJIDvwwPb1Q,Data Centers in Arizona are set to deplete a finite 🏜 desert water supply. Public disappproval is being ignored in favor of 💰 monied intrests enticing the political system.,@Kaliope-i5h,0,2026-01-25 00:28:08+00:00
UgyEhnR5hTZyZgDLtOR4AaABAg,Climate,XJIDvwwPb1Q,"The honest and hard truths are a) all the ice masses on the earth will melt raising sea level if we do not go carbon NEGATIVE, i.e. pull carbon out of the atmosphere mainly back into creating soils, and weathering, and possibly a small amount by chemical and mechanical subsequation, god forbid we try oceanic iron oxide seeding ? b) the balance between reflective cloud bodies and water vapour which absorbs sunlight and emits infra red heat radiation raising the thermal noise floor of the earth. The two ways to do this are solar powered water desalination incrementally reforesting and regreening Africa, South America, and Australia so creating the biotic pumps that couple cloud systems to forest and also agricultural land and putting the ""waste"" saline back into buffering the ocean conveyor. Second is Marine Cloud Brightening which creates cloud masses over the ocean to substitute for the reduced cloud seeding from the sulphur reductions both by shipping and from China's industrial emissions. The Great Barrier Reef may have been saved using Marine Cloud Brightening.",@AaronNGray,1,2026-01-24 16:11:35+00:00
UgzXB5OZNlR26LJSdz94AaABAg,Climate,XJIDvwwPb1Q,"Give it to me straight, Doc",@adamnoir5014,1,2026-01-24 11:11:14+00:00
UgzHQh-jSucCQ9QMvat4AaABAg,Climate,XJIDvwwPb1Q,"My brother worked with people in the climate fields. He spoke with a person who was developing floating hexagonal homes that could link together in groups. My brother said do you think people will really need these, and he said your kids might not need them, but your grandchildren definitely will.",@StephenWilliams-l6p,1,2026-01-24 05:30:15+00:00
UgybH6wrZgjee-siNOB4AaABAg,Climate,XJIDvwwPb1Q,How can we stop accidentally  using AI when we use our  computers?,@nickyaddington-hall2779,0,2026-01-22 22:43:40+00:00
UgwS-F8TRdeQlPV4AN14AaABAg,Climate,XJIDvwwPb1Q,Bored of peace ? I'm not.,@mattockman,0,2026-01-22 15:31:42+00:00
Ugz4Xx8coJ2Jj2YaBUV4AaABAg,Climate,XJIDvwwPb1Q,"Dr Carter, I believe your message is vitally important, cut the windy intro crap to a few seconds, get on with explaining your point succinctly and directly, don't fuck around. 
Thanks for all you do, team of champions.",@johnjohnson2137,2,2026-01-22 07:08:44+00:00
UgwcEqcXm9wccW9rSyB4AaABAg,Climate,XJIDvwwPb1Q,"~Thank you for your continued concerns for the earth & all the combined issues on climate.
~People need to care about this,  but also need to have relevant ways to be involved in positive ways. Finding creative ways to have positive impacts might seem daunting to most.",@DPerez-tz8sj,0,2026-01-22 03:17:01+00:00
UgyF5C5IBtaH9AY1nl94AaABAg,Climate,XJIDvwwPb1Q,They should build data centers next trash dumps so they can use the methane from the trash decomposing for power. If they must build them,@RjbigIamMe,0,2026-01-21 22:28:54+00:00
UgwaGRrASxNGilfsJ_N4AaABAg,Climate,XJIDvwwPb1Q,Chemosynthosis gives me comfort. Prior to that discovery I was certain humanity would end all life with climate change. These life forms may survive?🥴,@RjbigIamMe,0,2026-01-21 22:23:08+00:00
Ugz-WOFHQj9igCQN5ax4AaABAg,Climate,XJIDvwwPb1Q,"We need to elect sane leadership, people that believe in facts and science. A true leader that hires the best in their fields and empowers them.",@RjbigIamMe,1,2026-01-21 22:21:43+00:00
UgyzkuDlv5W4vQQhpG94AaABAg,Climate,XJIDvwwPb1Q,You men are so intelligent and so well spoken. It's such a shame people seem to want to be entertained more than infomed. Thank you for all your work. 🕊️,@Spock_Rogers,4,2026-01-21 18:43:21+00:00
UgxsAEgpSpf5wsG8P8J4AaABAg,Climate,XJIDvwwPb1Q,Climate change will be the least of our problems very soon,@vanderbeak7482,1,2026-01-21 11:36:07+00:00
Ugzzi6BUuFUGWqvC-u14AaABAg,Climate,XJIDvwwPb1Q,Yes! Do a show on data centers. That would be helpful. Rural folks like us here in Indiana are doing our best to come together to fight them at town halls. It’s insane.,@emilybenford6401,14,2026-01-21 00:56:35+00:00
UgzF1HExajBD7nPbn2h4AaABAg,Climate,XJIDvwwPb1Q,I'm American and I get it.  You could bring those polar bears to Thanksgiving dinner to explain it or just to eat their food and some people at the table would keep denying it,@CamisaAnn,0,2026-01-20 20:31:05+00:00
UgwDOcL7fU8HnDDIX0l4AaABAg,Climate,XJIDvwwPb1Q,Thanks.,@elisabethdevyt8256,1,2026-01-20 20:26:16+00:00
Ugz62KYKGa1KjyS7RBd4AaABAg,Climate,XJIDvwwPb1Q,Imagine if James Hansen were running for president. Is he planning on running in 2028?,@benjamincornia7311,3,2026-01-20 18:17:14+00:00
Ugx8IWEcq-rDr2EBSol4AaABAg,Climate,XJIDvwwPb1Q,Scaring people works really well. Both religion and government rely on fear to convince the population that the grass is pink.,@Mr.MasterOfTheMonsters,8,2026-01-20 17:17:18+00:00
UgyEdPlekLdtUHo4n6F4AaABAg,Climate,XJIDvwwPb1Q,"I am a relative oldster like you guys.  We have had lives supported by very increasingly high standards of living and convenience.  Our pursuits came so easily by using all the energy we could command: just flick a switch, turn an ignition key, flush, shop etc. as long as we could pay a bill.  Ah, the joys of anthropocentrism.  Who would volunteer to be less rich and tell others not to enjoy these fruits of modernity?  Certainly any leader in a democracy who made such a suggestion would find themselves out of a job.  Remember Pres. Carter?  
So what change would make a difference and alter our fate?   It can only happen when the total system that no one actually wants to lose, is beset with chaos resulting in the massive reduction of humans.  If any of you believe that there will be an orderly retreat from the brink, that humans can make a shift to being extremely poor (meaning responsible) while maintaining all of the many supports necessary for the continuity of so-called society, being informed of such methods would be a delight.",@danielfaben5838,0,2026-01-20 15:40:07+00:00
UgwvLgH_5WKYlwbublJ4AaABAg,Climate,XJIDvwwPb1Q,A heartfelt thank you to the whole CEF team. I may have literally watched all your videos over the years and appreciate the no-nonsense approach. It helps those of us with our eyes open so much.,@danielcolman5064,2,2026-01-20 12:44:31+00:00
UgziWQ4MgEuBgKyKKNB4AaABAg,Climate,XJIDvwwPb1Q,"One think I am missing in this discusion, how to talk to masses of people. And those are churches, not only christian, but also buddhist, islam and so on. They have very big influence. There is very interesting walk for peace from Texas to Washington, where budhist monks remind people of peace with very high attendings of people 🕊🌍",@petrlonsky2332,4,2026-01-20 11:49:10+00:00
Ugy268IpFKtpvAnZKyl4AaABAg,Climate,XJIDvwwPb1Q,"Thanks guys! Very much looking forward to the Global Methane Budget review that Paul mentioned. With its short 12yr. atmospheric lifespan, lowering methane emissions may be the most viable way to slow global warming, or at least bide time  while sorting out CO2 , N20, issues. Here's my two cents...Lower your methane hoofprint, Go Vegan/plant based!!",@theonlyveganyankinthevillage,6,2026-01-20 08:38:29+00:00
UgxLAtJkhFH5CgWsxK94AaABAg,Climate,XJIDvwwPb1Q,Why don't we try putting live Sargassum (from the Sargasso Sea) into the Pacific Ocean.,@robertducharme1573,0,2026-01-20 08:36:16+00:00
UgzFqyaMGoB8AY67xkp4AaABAg,Climate,XJIDvwwPb1Q,Newton is hidden in plain sight til he leaves.,@ppetal1,2,2026-01-20 07:44:00+00:00
UgxDNnCHA6IIcWllJO94AaABAg,Climate,XJIDvwwPb1Q,Thnak you for the update. We are cooked.,@DC-ux1dt,4,2026-01-20 05:45:45+00:00
UgwmJoolaUldB8P0kRN4AaABAg,Climate,XJIDvwwPb1Q,"Awareness & understanding of climate change has improved over time & a new industrial sector has been spawned. It's not sufficient.
Many people don't want to know. Their immediate lives are of prime importance. They vote.
Whatever fragmentation of global society results, survivors who understand the causes of historical decline may just have a better chance of going on to reproduce.",@GonzoFumbleficker,0,2026-01-20 05:43:30+00:00
Ugwf5yP1BWjRXmIoV7p4AaABAg,Climate,XJIDvwwPb1Q,In Germany we have the driest winter since 1881!,@der_flabber_gast,7,2026-01-20 05:18:51+00:00
UgwHyeXdlSbPMDtfReZ4AaABAg,Climate,XJIDvwwPb1Q,This feels hopless...,@VoxxieUwU,1,2026-01-20 05:17:07+00:00
UgxUDkKC9k-pCfwNeRJ4AaABAg,Climate,XJIDvwwPb1Q,"Peter, in unison with James Hansen, Johan  Rockström, and Antonio Guterres are some of  the climate experts with more bold courage to publically tell the truth about the catastrophic path we are heading into. See my recent post-commentary on extreme risk or derrailment assessment in climate change",@BLUESKY10X,0,2026-01-20 04:27:13+00:00
UgxztbNvKY6yp0Dng-Z4AaABAg,Climate,XJIDvwwPb1Q,When it becomes clear the individual has no influence in this matter what is there left to do but shrug?,@seandalton2580,1,2026-01-20 03:50:37+00:00
Ugyg2hU9U2nH5hfz3Il4AaABAg,Climate,XJIDvwwPb1Q,"The global soverign debt crisis puts the West and East at loggerheads if only because war is the facile way out for the elites.  History tells us that we've passed the tipping point for WW3 by a mile.  War trumps climate every time.  ChatGPT agrees with me.  She thinks I'm a genius actually:  

'How do we get to ww3?'

Entrenched great-power confrontation under fiscal stress: Major powers are locked into zero-sum rivalries (Ukraine, Middle East, Taiwan) while simultaneously constrained by unsustainable sovereign debt, making leaders more prone to external conflict as a distraction, bargaining lever, or means of forcing economic realignment.

Debt-driven erosion of global order: The global sovereign debt crisis weakens institutions that once dampened conflict (IMF, World Bank, WTO), fuels austerity, social unrest, and nationalist politics, and increases the likelihood that states default politically before they default financially—by breaking rules, seizing assets, or resorting to force.

Technological and financial instability reinforcing escalation: Rapid militarization (AI, cyber, hypersonics) now interacts with fragile financial systems, where sanctions, reserve seizures, and currency weaponization turn economic crises into security crises, lowering the threshold at which financial collapse and military escalation merge into systemic war.

Nostromo:  So if you scientists can't enmesh your case atop the bullet points listed above it amounts to naught but another round of navel gazing.  Well somebody had to say it.  Pull finger",@2nostromo,3,2026-01-20 03:09:11+00:00
UgytOjCfQmgeud50L9h4AaABAg,Climate,XJIDvwwPb1Q,"Herb, your 'big shrug' is the climate change meme for 2025 🙏",@ronaldkable,7,2026-01-20 02:27:32+00:00
Ugx0HNjFSkZTj-_6hMx4AaABAg,Climate,XJIDvwwPb1Q,Now we can already speack of Climate Catastrophe instead of Vlomate Emergenvy,@anamariacarvalho6738,0,2026-01-20 01:43:49+00:00
UgwfbFNYCRQFiDB2CFh4AaABAg,Climate,XJIDvwwPb1Q,"I was a member of the AGU until about 2010.  Many scientists were upset when fossil fuel interests were allowed to set up at the annual meeting.  The fracking boom was just beginning back then - it came down to $$ for the organization, I think, and for many of its member scientists. Many geologists went to work for them in my state, in fact. But it's nice to see that interest was back up at AGU.  Better late then never, I suppose.",@OldJackWolf,3,2026-01-20 01:34:09+00:00
Ugz38HISMxl4VY5pk094AaABAg,Climate,XJIDvwwPb1Q,Did you think in write a book anout The Climate Forum Expetience in The Last two  or three uears?,@anamariacarvalho6738,1,2026-01-20 01:23:42+00:00
UgyXheXT23veqmkQmM54AaABAg,Climate,XJIDvwwPb1Q,The main problrm is that we were not abre tô stop fóssil fuel using,@anamariacarvalho6738,10,2026-01-20 01:20:00+00:00
UgzGBWTLJlWNJDq-z1R4AaABAg,Climate,XJIDvwwPb1Q,"The decisores makers are doing whst it have tô be doing ... I don""t know what is The answer but The drcisoon makers are not hoing in The way whst it us hoing to solve The problem",@anamariacarvalho6738,0,2026-01-20 01:15:42+00:00
UgxYnTLyFlZBMenXKTF4AaABAg,Climate,XJIDvwwPb1Q,"All the tropical ocean reefs are now dead, or highly disrupted. What else will we do?",@leskuzyk2425,4,2026-01-20 00:54:34+00:00
Ugw0enFM5zcH2eq_5Hl4AaABAg,Climate,XJIDvwwPb1Q,Fermi paradox speedrun any% sub 2100,@JeffBilkins,0,2026-01-20 00:49:35+00:00
UgwxA0ASUqDpRv9o8IN4AaABAg,Climate,XJIDvwwPb1Q,I'm sitting on a runaway train with a cat on my lap and wondering how fast we're accelerating now.,@richdiana3663,24,2026-01-20 00:37:01+00:00
UgxLX5QkbogbLsXnL314AaABAg,Climate,XJIDvwwPb1Q,Sad to see how few viewers are here. 💔🌎,@cformosa,16,2026-01-20 00:23:03+00:00
Ugynw8mIPFydwwZlzql4AaABAg,Climate,XJIDvwwPb1Q,271st post. Congrats🎉!,@GregoryJWalters,6,2026-01-20 00:15:16+00:00
UgzAGzL_ilGbA0FXcu14AaABAg,Climate,XJIDvwwPb1Q,Climate crisis is only one of many symptoms of overshoot.  No amount of alternative energy will change anything until overpopulation and over consumption are addressed.,@ReynoldsAudioProduction,51,2026-01-20 00:10:44+00:00
UgyLxKAECn9hHCEpPDh4AaABAg,Climate,XJIDvwwPb1Q,"Paul said it right about the relentless recursive record setting.
My take is throw out the concept of ""record"" and accept ""red alert"". Each new record is actually a red alert that is just exponentially growing out of control. We chose not to control.😢",@ecomquest,11,2026-01-20 00:06:55+00:00
UgxecoHVRaTKcrsXppl4AaABAg,Climate,XJIDvwwPb1Q,So timely! For those who want to know what's really happening. Every other news item pales into insignificance.,@Peace2051,16,2026-01-19 23:55:58+00:00
UgyFg6lYKLWXq311fVF4AaABAg,Climate,XJIDvwwPb1Q,💔,@TennesseeJed,3,2026-01-19 23:26:22+00:00
UgxwByLrO3YM3Y3AQZh4AaABAg,Climate,5mctLJjCjPc,"If ewe say sew.
Plants tell me they love greenhouse gases, and would actually desire more. 
(like the good old times, during the dinosaurs)
Make Jurassic Periods Great Again",@uhadme,0,2025-12-23 01:44:04+00:00
UgwJmmDje9nICtrZvch4AaABAg,Climate,tRA2SfSk2Tc,You can feel it everywhere.. NYC Winters are so different..,@Futuristbillpicone,2,2025-12-21 16:19:28+00:00
UgwAeBKXvLF3c4QGxWR4AaABAg,Climate,tRA2SfSk2Tc,"Here around San Francisco, we had a lovely warm-not-hot summer after a lovely rainy winter. I was counting on that continuing …",@lisaschuster686,1,2025-12-20 09:28:55+00:00
Ugxkj382Drdj5HEBeOd4AaABAg,Climate,tRA2SfSk2Tc,"I live in NYC last Thursday we had about 2 inches of rain in an hour or 2 and the city experienced flooding people died in their basement apartments.  They said this exact same thing on the news.  NYC wasn’t built for heavy rain fall but over the last 13 years or more we’ve been experiencing maybe not more rainfall but more rainfall in a short period of time. Causing subways to flood, tunnels to blood, below ground apartments etc…",@Twistedcity-gk4ig,1,2025-11-01 18:56:21+00:00
UgxT30rQEu4l7IrfLSF4AaABAg,Climate,tRA2SfSk2Tc,"""The bourgeoisie might blast and ruin its own world before it leaves the stage of history.""- Buenaventura Durruti",@its.that-time,19,2025-08-28 03:27:24+00:00
UgyhwYk2n4rjZ_3n3tZ4AaABAg,Climate,tRA2SfSk2Tc,"It didn't snow where I live for 20 years, until recently, we've gotten snow 5 years in a row.

The PNW always feels the effects of these changes relatively significantly.",@darrenhartcinema,1,2025-08-22 22:52:37+00:00
UgwO1EiR3-QO7skYJLl4AaABAg,Climate,tRA2SfSk2Tc,"3:51 little bit of the Gold Coast, Australia making a random appearance!! lol",@photo2000,2,2025-08-12 15:50:35+00:00
UgwIbzX1QbjANIfldpJ4AaABAg,Climate,tRA2SfSk2Tc,"That was absolutely brilliantly said. I don't think I give you enough credit in other contexts. I've been writing a book about climate change but this is the best and most concise and articulate explanation I've seen to date of what's ahead..

Now you just need to add in a discussion of non-linearity and tipping points / feedback cycles. Environment -> affects -> humans -> affect -> environment -> affects -> ...",@darinhitchings7104,28,2025-07-15 20:59:32+00:00
UgyaP7_8ZmNxTOwp61N4AaABAg,Climate,tRA2SfSk2Tc,02:15 really caught off guard by that cameo 🤣,@khang.ngtr487,1,2025-07-13 09:01:36+00:00
UgyvDSLXms_T-rOoA5p4AaABAg,Climate,tRA2SfSk2Tc,Tasmania Hobart used to snow in the city every winter. We haven't seen snow in the city for a decade now.,@shanemitchell5807,1,2025-07-13 07:34:01+00:00
Ugxy40n8lThIbzA5sE94AaABAg,Climate,tRA2SfSk2Tc,5:38 The LA River appears in so many movies. My favorite is Grease.,@IrnBruNYC,3,2025-07-10 06:35:08+00:00
UgzGHcPad0tz0Hy9PUZ4AaABAg,Climate,tRA2SfSk2Tc,"I love the way you bring science to life. Perspective was exactly what I wanted and received, thank you. Its passed due we talk about weather change as a fact💯❤️",@StilliRose,8,2025-07-06 20:37:20+00:00
UgwDAfxPdT8tj3w1M3F4AaABAg,Climate,tRA2SfSk2Tc,"I have lived my childhood in western India. Where monsoon comes in mid june. The seasons have shifted so much that literally that is no way of saying when it will come. Summer has become the main season, winter has gotten shorter to nearly nonexistent. Higher temperatures stays  for longer time of the day.",@akashpatel70239,82,2025-07-03 06:18:07+00:00
Ugzm0b4wuevGp4m4duV4AaABAg,Climate,tRA2SfSk2Tc,"I live in eastern austria, and I remember 20 years ago, we had to dig paths through the snow in our garden. 30-50cm of snow was not too uncommon. We got zero snow this winter.",@benedikTgd,178,2025-03-19 09:07:30+00:00
UgyXttYTJBg1CnZGH414AaABAg,Climate,tRA2SfSk2Tc,"I'm a 24 years old Syrian. We used to have snow every year in my childhood, but in the last 6_7 years we had no snow.",@alaa_22112,28,2025-03-07 21:07:48+00:00
UgxgcGBklmcDNkn0p0t4AaABAg,Climate,tRA2SfSk2Tc,"Watching these kinds of videos and seeing how many views they get compared to YouTube trends, I feel like Don't Look Up is kind of a documentary that must be shown in every school",@avouremusic,91,2025-02-27 19:28:29+00:00
UgyyHF4uLAZ1Pluh_Td4AaABAg,Climate,tRA2SfSk2Tc,"The last few years on Japan it's felt like we've had about 3 autumns and 2 springs. The plants are so confused. Leaves are browning and falling in May, September, December.... it's very odd.",@emmajun2090,87,2025-02-20 05:04:31+00:00
Ugz8yR-dbGFypLNAOM54AaABAg,Climate,tRA2SfSk2Tc,"I'm Dutch, there is a famous tradition here that translates to ""the eleven city tour"". It was this major event take took place when our rivers froze over. A lot of people would ice-skate from city to city on those rivers as a part of this massive event. It has not happened in my entire life and i don't think it will. Luckily oil shareholders made profit in the meantime so that roughly evens out.",@timomeeuwisse4693,344,2025-02-13 17:02:37+00:00
Ugyk9RvcK2KJ6SYl4Qx4AaABAg,Climate,tRA2SfSk2Tc,I live in southern Germany at about 600m above sea level. As a kid our winters were cold and full of snow. We don't get to see snow anymore. We had bursts of high temperature in January this year to 16°C and the following week it was back to -6°C. It's fascinating and terrifying at the same time.,@Sorae90,67,2025-02-11 03:59:44+00:00
UgxF_wjolJRqT50D9jJ4AaABAg,Climate,tRA2SfSk2Tc,I've noticed in the UK over the last 30 years that the winters have become more mild. We get snow but it doesn't hang around all that long like it used to do in the 80s/90s. Just an observation.,@th33399,21,2025-02-10 04:25:03+00:00
UgyR-858SOEPcxL7Uzp4AaABAg,Climate,tRA2SfSk2Tc,"Dr Carl Sagan would be having a field day right now about global warming.

He warned us many, many years ago about it too.",@alexjardine3383,21,2025-02-10 01:50:52+00:00
Ugw0u_9N85tU3Y1iTWx4AaABAg,Climate,tRA2SfSk2Tc,"Here in Newfoundland we are having abnormally warm winters. This means not enough water runoff come through summer, which also means the permafrost in the ground is weak, and now we’re having forest fires due to dryer seasons.",@Vinzaf,9,2025-02-09 23:07:22+00:00
UgwWQr1j32_ysvs1dqt4AaABAg,Climate,tRA2SfSk2Tc,"I am from New England in the Northeast USA. Here we have all seasons. Hot in the summer freezing in the winter. However, due to this, we are prepared for nearly every wheather condition. When I traveled to Europe for the first time, I truly saw how unprepared some placed are for the changing conditions. In Switzerland the wheather was over 100 degrees at times, yet no place was equipped with AC. It was tough to travel simply due to the heat and lack of mitigation methods for addressing it. I see what Dr. Tyson is saying after experiencing this kind of thing.",@Ronitkumarrr,5,2025-02-09 21:34:54+00:00
UgzqUWdSZbOG1I0oxKN4AaABAg,Climate,tRA2SfSk2Tc,"Here in Switzerland it is kinda crazy. We still have snow and freezing cold temperatures in winter, but instead of months long periods, we suddenly have bursts of warmth and it can feel in January as if it is April for a week, only to then get back to winter.

Summer on the other side seems hotter and wetter, bushes and grass have to be cut back more and more and it can feel tropical sometimes. 

The last frightening point is the landslide risks in the Alps. More and more formerly stable mountain sides start to collapse as the permafrost that held them together before begins to thaw. 

It is our new normal and will take lots of effort and money to get used and deal with those new facts.",@shanwyn,139,2025-02-09 18:17:52+00:00
UgxUkl0_F4wEKtxPe-94AaABAg,Climate,tRA2SfSk2Tc,"Literally every single person on Earth needs to sit down and watch this, maybe even twice. This is what is important, TO US ALL",@austins.2495,373,2025-02-09 15:36:43+00:00
UgxFS6dJ5mx-_iouma14AaABAg,Climate,tRA2SfSk2Tc,"I'm a truck driver in America, and the wind (standard, gust and surge) is threatening the transportation of goods. I used to believe that it was due to the gradual removal of 'dust bowl' era trees, but the amount of blow-overs across the nation shows that the surface wind pressure is increasing aggressively. As Tolkien wrote, the world is changed <Treebeard>",@kaysimpson,30,2025-02-09 14:24:01+00:00
Ugzs-Csd5fDzu5EAUS94AaABAg,Climate,tRA2SfSk2Tc,"I think we’ve entered a time where the effective explanation of man-made climate change is secondary to the most important question of our time: how do you appeal to willful ignorance?
The message is ineffective when people are unable or unwilling to understand it.",@JeffReble,24,2025-02-09 12:52:59+00:00
UgyIshJCyE2l9416DKF4AaABAg,Climate,tRA2SfSk2Tc,"6:24 ""We are broadening the climactic experience that anyone has ever seen"" :)",@MadScientist512,23,2025-02-09 11:43:44+00:00
UgyhvkrJ-WEsQeTcomR4AaABAg,Climate,tRA2SfSk2Tc,Wisconsin got so warm this year around 50 + degrees. Warm enough to go out in shorts. I don't remember winter being this warm in the 90s as a kid growing up.,@painlee4970,124,2025-02-09 10:57:52+00:00
UgzOZV8jwLgkFDQevu94AaABAg,Climate,tRA2SfSk2Tc,"I'm glad that you explain things in such an approachable way. It's who you are on a fundamental level. 
I'm sad that there is a large number of people that don't care.",@magic.marmot,8,2025-02-09 04:56:49+00:00
UgwhxBh35YzLlYwg8U14AaABAg,Climate,tRA2SfSk2Tc,"It is so sad. We knew in the 1970's everything we needed to know to keep the planet a good place for us to live.  I have always felt that was our last good chance to choose a different economy, one that was not based on blind growth at any cost.",@Yachtnerd,521,2025-02-09 03:03:03+00:00
UgycPXPeMk9XeYrO4rR4AaABAg,Climate,tRA2SfSk2Tc,The Titanic tragedy illustrates human behavior. Many people continued to drink champagne and listen to the live band playing music right up until the ship started sinking as if nothing was really happening. This is like climate change.,@leibmoshe,214,2025-02-09 01:48:05+00:00
UgzhzFv1Vw7iONH44el4AaABAg,Climate,tRA2SfSk2Tc,"Finally a climate change explanation which does not leave any room whatsoever for the simplistic argument of 'if it is global warming, why is it getting colder?' There is more energy in the system which gives rise to more extreme weather events within the scope of that climate.",@jasonrodwell5316,1093,2025-02-09 01:38:26+00:00
UgyMaJ13iasdq9Hxoal4AaABAg,Climate,tRA2SfSk2Tc,"I love that in the U.S., we’re ruled by people who won’t live long enough to be bothered by climate change.",@123321Francisco,2780,2025-02-09 00:49:53+00:00
UgzYFMdbmFn8HTHjj8x4AaABAg,Climate,tRA2SfSk2Tc,"i live in austria/europe, i can recall winters where as kids we dug tunnels into the fallen snow where we could walk upright in. there hasnt been any snow to dig into for my kids this year.",@ZPiDER6666,9,2025-02-08 22:51:44+00:00
UgwW99-her1bwV6HNJp4AaABAg,Climate,tRA2SfSk2Tc,Sadly those we need to see this video will forever refuse to do it,@legendarypt,17,2025-02-08 22:25:58+00:00
UgxG3iIFUpxaizXiCst4AaABAg,Climate,tRA2SfSk2Tc,The winters here in Sweden are getting weird now. In the past we used to have pretty stable winters with temperatures around 5 degrees F and below and it did not change much for the entire winter. But now the temperatures are going up and down like a yo-yo each week. We get tons of snow and then it can suddenly melt and it feels like spring for a week and then it becomes winter again the next week with 5 degrees F or so. The climate is weird now for sure,@anderswallin3883,2794,2025-02-08 17:12:45+00:00
UgzzqndTvQtDPsNBmeN4AaABAg,Climate,tRA2SfSk2Tc,"I’m 63 years old, and I live in Pennsylvania. I remember cold, snowy winters all through my childhood and teenage years. We were always sled riding down the hilly street we lived on! The winters here have been so mild for the past three decades,  and we don’t really get much snow anymore.",@skreekarose3610,2727,2025-02-08 15:18:40+00:00
UgwxFStZRBjekZmdkZB4AaABAg,Climate,tRA2SfSk2Tc,"“The best time to plant a fruit tree is 20 years ago. The second best time is right now.” Gardeners and farmers paying close attention. We have to start planting and protecting species and developing varieties that suit our FUTURE local growing conditions, with hardiness at both ends of the thermometer…",@tinyfarmvanisle3456,176,2025-02-08 14:10:12+00:00
UgyQgRroOqAV69VSqVh4AaABAg,Climate,tRA2SfSk2Tc,"The truth is until the consequences are obvious and undeniable then we won't move fast enough. As soon as it's extreme we will move fast but the lives lost will weigh on our record as human beings. For those of us caught in this world we need to take care of ourselves, never stop speaking truth, but most importantly manage our emotions so that lack of movement doesn't hurt us.",@Stolidwisdom,65,2025-02-07 21:12:41+00:00
UgyV54Gn_k4vHvaBNe14AaABAg,Climate,tRA2SfSk2Tc,"I lived in Phoenix for almost 30 years. When I first moved there, it was hot, but “winter” was 4 solid months of truly wonderful weather, enough to balance out the horrific summers. In 30 years that went down to 2.5 months and the summer peaks went up dramatically, with more days over 110 a record being broken year after year after year… needless to say I got out",@Ping_freud22,112,2025-02-07 20:29:53+00:00
Ugygrb_HwnZDkqo0HXJ4AaABAg,Climate,tRA2SfSk2Tc,one thing I've noticed in Denmark is that our winters with full day frosts and cold snowy days are practically gone. we barely have a month collectively anymore with night frosts. I remember as a kid having snow days and minus degrees (Celsius) in the middle of the day. This year so far I haven't seen a single full day frost. D:,@seth2854,252,2025-02-07 19:02:01+00:00
UgzczuJU6CVh3eSbJs94AaABAg,Climate,tRA2SfSk2Tc,"In the US, a good demonstration of the reality of climate change is how the USDA Hardiness zones have changed over the years.",@scottplumer3668,13,2025-02-07 17:44:34+00:00
UgzDy1Rn0DaqXDZ6_pB4AaABAg,Climate,tRA2SfSk2Tc,"We need to start talking about preserving our way of life as scientifically literate, reality-based humans.  Things are about to get rough.",@mistercohaagen,76,2025-02-07 15:59:09+00:00
