id;text;ai_opinion;Alex;cleaned_text
UgzLywNf_nMqp80eeV54AaABAg;"From Jungkook performing alone in 2022 to BTS performing together in 2026 for the FIFA!!!!! 
WE HAVE COME SO FAR 🥹💜";positive;neutral;jungkook performing alone 2022 bts performing together 2026 fifa come far
Ugw3pV4UgL5MYyDUvp14AaABAg;Who here after spain won ❤❤❤;positive;positive;spain
Ugx7AS_REXFld4oklJ54AaABAg;"""ice tea, and a game of ping-pong"" ❌
""ice tea, and a game of football"" ✅

THEY KNOW HOW THEY DO DO DO DO 💜";positive;neutral;ice tea game pingpong ice tea game football know
Ugzgv4EDWeBL5qKTNpF4AaABAg;The transition from Norway rowing to dynamite is fire;negative;positive;transition norway rowing dynamite fire
UgwkWigT_NAwHnR1De54AaABAg;Today and always, Shakira is proving why she's invited to these kinds of events and why she holds the title of Queen of the World Cup, and today that was more than evident. Beautiful Shakira, always giving it her all.;positive;neutral;today always shakira proving shes invited kinds events holds title queen world cup today evident beautiful shakira always giving
UgwTd_GmXqYBP0tZ8GV4AaABAg;Shakira is not just a singer she's part of FIFA 🏆;neutral;neutral;shakira singer shes part fifa
UgxKDpESUAkYPkj4jsR4AaABAg;Jungkook and Shakira are the only ones in history to have performed at the World Cup multiple times!⚽🏆🏅💥;positive;neutral;jungkook shakira ones history performed world cup multiple times
UgzuhcBhXZZfYLCy8xF4AaABAg;Everyone talking about the artists performance meanwhile I'm really admire how clean the cinematography and transition in a live show. Really a phenomenal teamwork.;positive;neutral;everyone talking artists performance meanwhile im really admire clean cinematography transition live show really phenomenal teamwork
UgwMCnbXCDb5RcCqXZl4AaABAg;No matter how many years pass, BTS on a FIFA stage will always be iconic.;neutral;neutral;matter many years pass bts fifa stage always iconic
Ugwv2i2CZB2gO04TeKV4AaABAg;The kids that danced with Shakira were amazing. I’ve seen videos of these children before and how they came about become famous!;positive;neutral;kids danced shakira amazing ive seen videos children came become famous
Ugygn3vlyzaM2bFVHGl4AaABAg;Madonna with Ronaldinho and Ronaldo is absolutely legendary 🔥;negative;neutral;madonna ronaldinho ronaldo absolutely legendary
UgxZbGetON0xq6HtH994AaABAg;"""King kong, kick the ball"" 

""Iced tea and a game of football"".";neutral;neutral;king kong kick ball iced tea game football
UgyyrM2cEQF1IqzGU0Z4AaABAg;Just realized Ronaldo, Ronaldinho, Burna Boy, Shakira, and BTS all joined the kids choir and Coldplay at the very end❤;positive;neutral;realized ronaldo ronaldinho burna boy shakira bts joined kids choir coldplay end
Ugx54KWuK61KS5uVq-R4AaABAg;Can't believe BTS wrapped their historic 2 nights in Paris with 180k audience, immediately got on a 10 hour flight and reached NYC only few hours before the match to delivering a flawless live performance. Man 13 years in the game and they love their craft. Nothing but respect❤;positive;neutral;cant believe bts wrapped historic 2 nights paris 180k audience immediately got 10 hour flight reached nyc hours match delivering flawless live performance man 13 years game love craft nothing respect
Ugx6SzGUaQzUdYq_wpB4AaABAg;I was one of the female dancers in this performance, and I can honestly say it was an unforgettable experience. Working with Shakira was such an amazing opportunity, and sharing the stage with legends like Ronaldo and Ronaldinho made it even more special. Moments like this stay with you forever.;positive;neutral;one female dancers performance honestly say unforgettable experience working shakira amazing opportunity sharing stage legends like ronaldo ronaldinho made even special moments like stay forever
Ugx18RCKrqXjR5Dl4_x4AaABAg;Did anyone notice at the end of the half time show during the children's performance when everyone stepped in to front but BTS and Justin bieber moved to back without stealing the spotlight.. Such a nice a thoughtful gesture from them.. 🥰;positive;neutral;anyone notice end half time show childrens performance everyone stepped front bts justin bieber moved back without stealing spotlight nice thoughtful gesture
UgxcVq9zSA1A7QMxOqt4AaABAg;From Jungkook performing in 2022 to whole group performing in 2026...BTS you paved the way 🥹💜️💜️;neutral;neutral;jungkook performing 2022 whole group performing 2026bts paved way
Ugx8r0fGdeQDwCVYS5h4AaABAg;The fact that bts reached US like 5 hours before the show and then rehearsed but still nailed the performance is crazy;negative;neutral;fact bts reached us like 5 hours show rehearsed still nailed performance crazy
Ugz7NnQ-0iUjDWo4E5V4AaABAg;The goal that saved the world from noise pollution. 😊;positive;positive;goal saved world noise pollution
Ugx9Fm2iwJkvBLhKNyB4AaABAg;Huge credit to Spain for finally breaking Speed's curse;positive;positive;huge credit spain finally breaking speeds curse
UgwCJx7IMruDF39et314AaABAg;it’s gonna be so weird staying up late without the World Cup in the background;negative;positive;gonna weird staying late without world cup background
UgyRiTK8rucnC8B2Bex4AaABAg;Congratulations for Spain for winning the 2026 World Cup. Vamos Espana;positive;positive;congratulations spain winning 2026 world cup vamos espana
UgybUZvppftQf-lTV9F4AaABAg;Spain deserve it. I'm happy for them. 🏆;positive;positive;spain deserve im happy
Ugw-AvRguwM_yXCcVXl4AaABAg;Wonderful goal and deserved victory;positive;positive;wonderful goal deserved victory
UgwwLwBq7f9-YVhwxYN4AaABAg;Ferran deserved this goal more than anyone on this team, the mentality this guy has to keep going, even when everyone hated him and looked down on him ever since he came to barcelona, is absolutely elite ❤❤;positive;positive;ferran deserved goal anyone team mentality guy keep going even everyone hated looked ever since came barcelona absolutely elite
UgymPdgnuxVOelIaxc54AaABAg;Ferran Torres has now cemented his legend within the Spanish national team.;neutral;positive;ferran torres cemented legend within spanish national team
UgzFfMIc2LrXyCrR4GZ4AaABAg;18 years ago, Fernando Torres started a new era of Spain. 18 years later, Ferran Torres carried on that legacy.;neutral;positive;18 years ago fernando torres started new era spain 18 years later ferran torres carried legacy
UgzW8zTDZc1NiJ_GJVJ4AaABAg;Congratulations to Spain, I mean it, what a fantastic performance, pure endless control 👏🏻 🇪🇸🥇;positive;positive;congratulations spain mean fantastic performance pure endless control
UgzstUC3RRIWu_m8hLt4AaABAg;Congratulations to Spain and all its citizens.  Keep Winning;positive;positive;congratulations spain citizens keep winning
UgyzmLYWlHpCMQ5hHEB4AaABAg;Ferran torres saved humanity ❤ thank you;positive;positive;ferran torres saved humanity thank
Ugw3Pl2iFmbeF-x1_7V4AaABAg;After his performance in the first game, we all doubted him wrongfully.;negative;positive;performance first game doubted wrongfully
UgzeljRp6M0Rj2LKTiB4AaABAg;Ferran really deserves this goal, He got a pretty evil arc in his life, He begged for goal against Saudi after 4:0, Finally he seems happy, Espanol Vamos;positive;positive;ferran really deserves goal got pretty evil arc life begged goal saudi 40 finally seems happy espanol vamos
Ugx-jj4m1hWNXe7u4wl4AaABAg;The better country won! Viva España!;positive;positive;better country viva españa
Ugw5lBIqBnyN9uPGAs54AaABAg;Finals were definitely not the highlight of this world-cup, but at least Spain won. Argentina and its players were so incredibly unsportsmanlike throughout this entire event.;positive;negative;finals definitely highlight worldcup least spain argentina players incredibly unsportsmanlike throughout entire event
UgwG6QmkMa2jq-dZzHF4AaABAg;That one goal which changed the entire football;neutral;positive;one goal changed entire football
UgxurpOjKD65Qlfb8hV4AaABAg;Thank you Ferran Torres for saving us from noise pollution ❤;positive;positive;thank ferran torres saving us noise pollution
UgxJ_O0OIq26eXEcqdx4AaABAg;From a Romanian mom, a UK dad and a Swedish Baby, we have prayed for you Spain🙌🏻🙌🏻🙌🏻🙌🏻❤️❤️❤️❤️❤️❤️;neutral;positive;romanian mom uk dad swedish baby prayed spain
Ugyz6yrpTTAcdZ-c_c54AaABAg;Spain fully deserved this victory. They didn’t win by luck—they earned it by defeating some of the strongest teams in the tournament: Austria 🇦🇹, Belgium 🇧🇪, Portugal 🇵🇹, France 🇫🇷, and finally Argentina 🇦🇷.;positive;positive;spain fully deserved victory didnt win luckthey earned defeating strongest teams tournament austria belgium portugal france finally argentina
Ugx_3Th0LwxabyCeiSF4AaABAg;"Thank you Spain 
For saving us from noise❤";positive;positive;thank spain saving us noise
UgyptlVemWuIXk36Zox4AaABAg;Ferran Torres next generation Fernando Torres, Underrated, yet sometimes leads the team to the championship.;positive;positive;ferran torres next generation fernando torres underrated yet sometimes leads team championship
UgyUAFl24s0XEWYgLN54AaABAg;Love you, Spain from Bangladesh🥰 You worth it.;positive;positive;love spain bangladesh worth
UgzGGCEEkgSVvsVILuJ4AaABAg;By far the most satisfying payback goal I have ever seen;positive;positive;far satisfying payback goal ever seen
UgyTGJmiHW6c_Qlf8Gt4AaABAg;THANK YOU SO MUCH FIFA WORLD CUP 2026 THAT'S BE VERY SPECIAL CUP AND MY FAMILY HAVE SPECIAL MOMENTS WITH THIS;positive;positive;thank much fifa world cup 2026 thats special cup family special moments
UgyPowi8GA5_yt8XDtx4AaABAg;Of course they had to put ronaldo as the thumbnail😂;positive;negative;course put ronaldo thumbnail
UgzDJKYdDelOKScdGVF4AaABAg;GOAT In the thumbnail = Pure Aura;neutral;positive;goat thumbnail pure aura
UgwLRMAg_Uu62hZc_tl4AaABAg;The idea is outstanding I will come back to watch it again.;positive;positive;idea outstanding come back watch
Ugz1o6EiBvucRq281rh4AaABAg;The editing is exactly what I needed It helped me understand better.;positive;positive;editing exactly needed helped understand better
Ugwbr0Y7Me-vGkOMApl4AaABAg;The editing is clear and easy to follow I enjoyed every second of it.;positive;positive;editing clear easy follow enjoyed every second
Ugx6ZmaGLn6V1dU35al4AaABAg;The production quality is well made I learned a lot from it.;positive;positive;production quality well made learned lot
UgwnQPU2Djfam-BDKPp4AaABAg;The production quality is exactly what I needed It helped me understand better.;positive;positive;production quality exactly needed helped understand better
Ugx0Ia6J89L3N7LPey14AaABAg;This video is really helpful This deserves recognition.;positive;positive;video really helpful deserves recognition
Ugw7lpClqRks6NEJ0n54AaABAg;This tutorial is exactly what I needed I will come back to watch it again.;neutral;positive;tutorial exactly needed come back watch
UgybiZDytZqe7vJCmS14AaABAg;This performance is clear and easy to follow It deserves more views.;positive;positive;performance clear easy follow deserves views
Ugz11Xxa4ISTiSRf9754AaABAg;The editing is clear and easy to follow This deserves recognition.;positive;positive;editing clear easy follow deserves recognition
UgzIZmjnePYCATBMhH54AaABAg;The way you present is exactly what I needed I will come back to watch it again.;neutral;positive;way present exactly needed come back watch
UgyUotzepUM5QYLE5EZ4AaABAg;The production quality is worth sharing This deserves recognition.;positive;positive;production quality worth sharing deserves recognition
UgxQkIhHaIYCK0TfKIp4AaABAg;This tutorial is clear and easy to follow I enjoyed every second of it.;positive;positive;tutorial clear easy follow enjoyed every second
UgzRiDDUJ1pWDBJPNPB4AaABAg;The content is clear and easy to follow This deserves recognition.;positive;positive;content clear easy follow deserves recognition
UgxLINDn4j0Awlp_eM94AaABAg;The way you present is exactly what I needed I learned a lot from it.;neutral;positive;way present exactly needed learned lot
UgyXToul8eiiyKkL8LR4AaABAg;The way you present is very impressive This deserves recognition.;positive;positive;way present impressive deserves recognition
UgzlH0bEY70PEUKu82N4AaABAg;The production quality is top notch This deserves recognition.;positive;positive;production quality top notch deserves recognition
UgzhSS4lPfEnf27n-9J4AaABAg;The way you present is underrated I will come back to watch it again.;neutral;positive;way present underrated come back watch
Ugwytny4yAB4pivLV6t4AaABAg;Your explanation is underrated I will come back to watch it again.;neutral;positive;explanation underrated come back watch
Ugx-XKZLmdOw2Iu_rd14AaABAg;This channel is clear and easy to follow It deserves more views.;positive;positive;channel clear easy follow deserves views
UgyBNMPqif9oLpb90a94AaABAg;The production quality is worth sharing I will come back to watch it again.;positive;positive;production quality worth sharing come back watch
UgxRR4P1XcZfVAV9s7h4AaABAg;The editing is outstanding I will come back to watch it again.;positive;positive;editing outstanding come back watch
UgxXK8L9bxRAr1WDcw94AaABAg;This video is top notch I will come back to watch it again.;positive;positive;video top notch come back watch
UgzxK6XUjZ5T8rorBit4AaABAg;The production quality is clear and easy to follow I really appreciate the effort.;positive;positive;production quality clear easy follow really appreciate effort
UgyfnCncdtuuAwOEQmJ4AaABAg;2 minute highlight video for this match is criminal;negative;negative;2 minute highlight video match criminal
UgzJdYQkICfKQIRZUUR4AaABAg;"Saturday: 10 goals in 90 minutes
Sunday: 1 goal in 120 minutes";neutral;negative;saturday 10 goals 90 minutes sunday 1 goal 120 minutes
Ugwsze9WU5JXYHDa3oV4AaABAg;Mbappe suddenly remembered he could win the golden boot in half time.;positive;positive;mbappe suddenly remembered could win golden boot half time
Ugy7Zlqe1PpciMcP4OV4AaABAg;France gifting England the third medal and England gifting France the golden boot 😂;positive;neutral;france gifting england third medal england gifting france golden boot
Ugy_cwoBdKRgZJmA4dx4AaABAg;Both the teams had nothing to lose..So they played their normal game without any pressure;positive;neutral;teams nothing loseso played normal game without pressure
UgwGvgjNRhNIbjFxdr94AaABAg;Lowkey one of the few peaceful game of the world cup✌🏻😭;positive;neutral;lowkey one peaceful game world cup
UgwBkQJ67M4IM99TD1V4AaABAg;Watch this game be more entertaining than the finals;positive;positive;watch game entertaining finals
Ugx0Izfr4W0jKKuoE-B4AaABAg;This game was a fever dream...;positive;negative;game fever dream
Ugy3WbKFZ8Jcj-d2sF54AaABAg;"Ferran deserved this goal more than anyone on this team; the mentality this guy has to keep going, even though everyone hated him and looked down on him since he came to Barcelona, is absolutely elite";negative;positive;ferran deserved goal anyone team mentality guy keep going even though everyone hated looked since came barcelona absolutely elite
Ugx4wf6Dz7_Rl4tlF_d4AaABAg;10 Goal in 1 match is crazy 💀💀;negative;positive;10 goal 1 match crazy
UgxMzBaUDPa6Xcaf2bZ4AaABAg;This game should have been the final;neutral;positive;game final
UgydLy50ko3E5_js2Tl4AaABAg;This has 10x more goals than Spain vs Argentina 😂;positive;negative;10x goals spain vs argentina
UgzViK01ZbscP7tmTyJ4AaABAg;This is exactly the third-place match we needed! We haven’t seen this many goals at this World Cup yet, and it all happened in regular time.;neutral;positive;exactly thirdplace match needed havent seen many goals world cup yet happened regular time
Ugx7Lgurvjs1e20tg0J4AaABAg;3rd-place final was 1000x more entertaining than the actual final;positive;negative;3rdplace final 1000x entertaining actual final
UgzmCH1QQfxipO6FEDZ4AaABAg;Way better than the actual final.;positive;negative;way better actual final
UgxbuZ03HgTnIijR8bR4AaABAg;The best match in the whole WC26 tournament, way better than the Final;positive;positive;best match whole wc26 tournament way better final
UgyMrhkg2r4Yhi4X2qd4AaABAg;i dont even know how to describe this game;neutral;positive;dont even know describe game
UgyL0ubtX1buwGl_ck54AaABAg;"*Probably going to be a better game than the upcoming final.*

When you've got nothing to lose, you play fearlessly, this was what football was meant to be like, not the modern day games where teams play out of fear and not out of the love for the game.";positive;positive;probably going better game upcoming final youve got nothing lose play fearlessly football meant like modern day games teams play fear love game
Ugyz35bfDM9KxMNvPR54AaABAg;They both lost the semi final but give us the best game of the world cup well done to both teams x;positive;positive;lost semi final give us best game world cup well done teams x
Ugx3KvXA4CJ4riC9mMp4AaABAg;Ironic that this game turned out to be the footballing spectacle the final wasn't;negative;positive;ironic game turned footballing spectacle final wasnt
UgwOKNFFGs4h7mzzdvB4AaABAg;I cant believe they scored 10 goals in one match, im proud of us england, but also france for contributing to history as well, i dont think we can recreate this in a long time;positive;positive;cant believe scored 10 goals one match im proud us england also france contributing history well dont think recreate long time
UgwFzaUP9hfRscbAriV4AaABAg;Mbappe realising on half time : OH wait! i still have a chance to win golden boot😎;positive;positive;mbappe realising half time oh wait still chance win golden boot
Ugype1K7j6Gh8NQOZc14AaABAg;Probably the best of match this world cup....no unwanted fouls...no unwanted stoppages....no drama..not much modern philosophical football master plans....only pure old school direct football ⚽ most of all no hate....both sets of players respecting each other ❤;positive;positive;probably best match world cupno unwanted foulsno unwanted stoppagesno dramanot much modern philosophical football master plansonly pure old school direct football hateboth sets players respecting
Ugxhx-277AGSLsjPvPB4AaABAg;Both coaches should be arrested for robbing us of this France vs England final;negative;neutral;coaches arrested robbing us france vs england final
UgzZZq1fGZPN_-aVETR4AaABAg;Now England realising they can also play like this;positive;neutral;england realising also play like
